PR,URL,HTTP status code,Content type,Is indexable page,Title,Title length,Meta description,Meta description length,H1,H1 length,Meta robots,Robots information in HTTP headers,Canonical URL,Canonical URL code,Size (bytes),No. of content words,Depth,No. of href inlinks,No. of inlinks dofollow,No. of internal outlinks,No. of external outlinks,Loading time (ms),Redirect URL,Redirect URL code,Final redirect URL,Final redirect URL code,Organic traffic,No. of backlinks,No. of dofollow backlinks,No. of nofollow backlinks,No. of referring domains,No. of referring pages
20,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 13 Brooklyn Heights Parents | NY Special Ed,79,"A parent's guide to navigating the special education system in NYC District 13 Brooklyn Heights. Learn about CSE meetings, parent rights, and IEP advocacy.",155,Parent Advocacy Guide for NYC District 13 Brooklyn Heights,58,,,https://www.newyorkspecialed.net/districts/nyc-district-13-brooklyn-heights/parent-advocacy-guide.html,200,5332,1254,2,1,1,40,0,46,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/,200,text/html; charset=utf-8,true,Mount Vernon City SD Special Education Hub | newyorkspecialed.net,65,"Complete guide to Special Education in Mount Vernon City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",125,Mount Vernon City SD Special Ed Hub,35,,,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/,200,7331,1777,0,1,1,41,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 29,40,"Suspension, MDR, and discipline rights for students with disabilities in District 29.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/discipline-rights.html,200,7983,1961,0,8,8,39,0,60,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 10 Riverdale Parents | NY Special Ed,72,A parent's guide to CSE meetings and IEP advocacy in NYC District 10 Riverdale. Learn about your rights and the special education process.,138,Parent Advocacy Guide for NYC District 10 Riverdale,51,,,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/parent-advocacy-guide.html,200,4644,1004,1,3,3,40,0,66,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/william-floyd-ufsd/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in William Floyd UFSD,47,"Suspension, MDR, and discipline rights for students with disabilities in William Floyd UFSD.",92,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/william-floyd-ufsd/discipline-rights.html,200,8825,2402,0,8,8,39,0,45,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/yonkers-city-sd/special-ed-updates.html,200,text/html; charset=utf-8,true,Yonkers City SD Special Education: Essential Parent Intel & Updates,67,"Stay ahead of Yonkers City SD special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",145,Yonkers City SD Special Education: Parent Intel,47,,,https://www.newyorkspecialed.net/districts/yonkers-city-sd/special-ed-updates.html,200,6281,1205,1,9,9,40,0,39,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 1,38,Step-by-step guide to the 60-day special education evaluation timeline in District 1.,85,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/evaluation-process.html,200,11132,3479,0,9,9,39,0,63,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem/special-ed-updates.html,200,text/html; charset=utf-8,true,District 4 Special Education: Essential Parent Intel & Updates,62,"Stay ahead of District 4 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",140,District 4 Special Education: Parent Intel,42,,,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem/special-ed-updates.html,200,6268,1170,1,9,9,40,0,49,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 28,39,Step-by-step guide to the 60-day special education evaluation timeline in District 28.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/evaluation-process.html,200,9151,2416,0,8,8,39,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/,200,text/html; charset=utf-8,true,District 2 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 2. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 2 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/,200,8155,2057,0,1,1,41,0,25,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 19,39,"Direct phone numbers and emails for District 19 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/leadership-directory.html,200,6275,1527,0,8,8,39,0,52,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Poughkeepsie City SD Parents | NY Special Ed,67,"Learn about special education parent rights in Poughkeepsie City SD. Expert guide to CSE meetings, IEPs, evaluations, and effective advocacy in New York.",153,Parent Advocacy Guide for Poughkeepsie City SD,46,,,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/parent-advocacy-guide.html,200,4669,983,1,3,3,40,0,69,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-08-throgs-neck/special-ed-updates.html,200,text/html; charset=utf-8,true,District 8 Special Education: Essential Parent Intel & Updates,62,"Stay ahead of District 8 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",140,District 8 Special Education: Parent Intel,42,,,https://www.newyorkspecialed.net/districts/nyc-district-08-throgs-neck/special-ed-updates.html,200,6646,1304,1,8,8,40,0,41,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/schenectady-city-sd/special-ed-updates.html,200,text/html; charset=utf-8,true,Schenectady City SD Special Education: Essential Parent Intel & Updates,71,"Stay ahead of Schenectady City SD special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",149,Schenectady City SD Special Education: Parent Intel,51,,,https://www.newyorkspecialed.net/districts/schenectady-city-sd/special-ed-updates.html,200,6640,1266,1,8,8,40,0,50,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 02 Upper East Side | NY Special Ed,88,"Navigate special education in NYC District 02, Upper East Side. Understand CSE meetings, IEPs, your rights & find local advocates. Get the support you need.",156,Special Education Providers in NYC District 02 Upper East Side,62,,,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/partners.html,200,5420,884,1,9,9,40,9,59,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 19 East New York | NY Special Ed,86,"Navigate special education in NYC District 19 East New York. Understand CSE meetings, IEPs, and your rights. Find local advocates and resources for families.",157,Special Education Providers in NYC District 19 East New York,60,,,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/partners.html,200,5279,864,1,8,8,40,9,80,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 24 Maspeth Parents | NY Special Ed,70,"Navigate the CSE process in NYC District 24 Maspeth. Understand your rights, IEP development, and how to advocate for your child's special education needs.",155,Parent Advocacy Guide for NYC District 24 Maspeth,49,,,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/parent-advocacy-guide.html,200,4856,1021,2,1,1,40,0,68,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/,200,text/html; charset=utf-8,true,District 28 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 28. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 28 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/,200,7368,1773,0,1,1,41,0,53,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 24 Maspeth | NY Special Ed,80,"Navigate special education in NYC District 24 Maspeth. Understand CSE meetings, IEPs, and your rights. Find local advocates and resources for your child.",153,Special Education Providers in NYC District 24 Maspeth,54,,,https://www.newyorkspecialed.net/districts/nyc-district-24-maspeth/partners.html,200,5277,833,1,9,9,40,9,84,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/east-ramapo-csd/special-ed-updates.html,200,text/html; charset=utf-8,true,Special Education Updates — East Ramapo CSD | NY Special Ed,59,"Stay informed about East Ramapo CSD special education. Track news, policy updates, and budget changes impacting students with IEPs in Rockland County.",150,Special Education Updates for East Ramapo CSD,45,,,https://www.newyorkspecialed.net/districts/east-ramapo-csd/special-ed-updates.html,200,1763,279,2,8,8,6,2,69,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/utica-city-sd/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in Utica City SD | NY Special Ed,70,"Navigate special education in Utica City SD. Learn about CSE meetings, IEPs, and your rights. Find local parent advocates and resources in suburban New York.",157,Special Education Providers in Utica City SD,44,,,https://www.newyorkspecialed.net/districts/utica-city-sd/partners.html,200,5288,823,1,8,8,40,9,52,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/about/mission.html,200,text/html; charset=utf-8,true,Our Mission | NY Special Ed,27,"NY Special Ed exists to give New York parents the information, tools, and local resources they need to advocate effectively for their child's special education rights.",167,Our Mission,11,,,https://www.newyorkspecialed.net/about/mission.html,200,1807,352,1,2,2,1,0,72,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side/,200,text/html; charset=utf-8,true,District 3 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 3. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 3 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-03-upper-west-side/,200,8424,2069,0,1,1,41,0,18,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 10 Riverdale | NY Special Ed,82,"Navigate special education in NYC District 10 Riverdale. Understand CSE meetings, IEPs, and your rights. Find local advocates and resources for your child.",155,Special Education Providers in NYC District 10 Riverdale,56,,,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/partners.html,200,5333,841,1,8,8,40,9,43,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/central-islip-ufsd/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in Central Islip UFSD,47,"Suspension, MDR, and discipline rights for students with disabilities in Central Islip UFSD.",92,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/central-islip-ufsd/discipline-rights.html,200,8670,2408,0,8,8,39,0,36,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 27,39,Step-by-step guide to the 60-day special education evaluation timeline in District 27.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/evaluation-process.html,200,10486,3113,0,8,8,39,0,100,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/,200,text/html; charset=utf-8,true,District 25 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 25. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 25 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/,200,7782,1949,0,1,1,41,0,68,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in Newburgh Enlarged City SD,54,"Suspension, MDR, and discipline rights for students with disabilities in Newburgh Enlarged City SD.",99,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/newburgh-enlarged-city-sd/discipline-rights.html,200,9383,2557,0,8,8,39,0,57,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/about/methodology.html,200,text/html; charset=utf-8,true,Our Methodology | NY Special Ed,31,"How NY Special Ed selects districts, researches content, vets provider listings, and maintains accuracy across New York State special education resources.",154,Our Methodology,15,,,https://www.newyorkspecialed.net/about/methodology.html,200,1687,305,1,2,2,1,0,98,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/special-ed-updates.html,200,text/html; charset=utf-8,true,District 25 Special Education: Essential Parent Intel & Updates,63,"Stay ahead of District 25 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",141,District 25 Special Education: Parent Intel,43,,,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/special-ed-updates.html,200,6391,1180,1,8,8,40,0,74,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 6,38,Step-by-step guide to the 60-day special education evaluation timeline in District 6.,85,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/evaluation-process.html,200,10915,3339,0,9,9,39,0,43,,,,,0,0,0,0,0,0
